X,Y
0.0,-0.794567427417036
0.10101010101010101,1.9835568671457067
0.20202020202020202,2.3294563531829633
0.30303030303030304,1.403017686792496
0.40404040404040403,2.2301767027473742
0.5050505050505051,2.320075526107755
0.6060606060606061,2.5166098926277596
0.7070707070707071,2.7152408690791185
0.8080808080808081,3.8089710326083845
0.9090909090909091,2.179970008765381
1.0101010101010102,4.475260812726564
1.1111111111111112,3.710185660486309
1.2121212121212122,2.8988167195662675
1.3131313131313131,2.5426985850126584
1.4141414141414141,4.045097820564466
1.5151515151515151,4.9524552655783545
1.6161616161616161,3.6860790769784386
1.7171717171717171,3.0481880566425272
1.8181818181818181,3.888237787453415
1.9191919191919191,5.032207126228948
2.0202020202020203,6.818912170174852
2.121212121212121,3.5682994909036525
2.2222222222222223,5.045161818933183
2.323232323232323,6.073357211795299
2.4242424242424243,5.506165255982496
2.525252525252525,5.919155091283888
2.6262626262626263,7.342580746599366
2.727272727272727,6.156855286151615
2.8282828282828283,6.651159125653992
2.929292929292929,6.97038263242927
3.0303030303030303,7.751465466487399
3.131313131313131,7.4951392548587386
3.2323232323232323,7.709700262884035
3.3333333333333335,9.09212403960268
3.4343434343434343,8.237614625558333
3.5353535353535355,8.798064752699476
3.6363636363636362,7.944154975288034
3.7373737373737375,7.8054716463082645
3.8383838383838382,7.850327988235439
3.9393939393939394,9.404003431922915
4.040404040404041,8.700539045329146
4.141414141414141,11.05738841613487
4.242424242424242,6.580393157594379
4.343434343434343,10.63087919788526
4.444444444444445,9.515055208676648
4.545454545454545,10.111815608775608
4.646464646464646,10.649120210704984
4.747474747474747,11.376335091704924
4.848484848484849,9.151369600890893
4.94949494949495,10.54032874610322
5.05050505050505,12.275180218475716
5.151515151515151,10.96825945348109
5.252525252525253,12.55448738459649
5.353535353535354,12.21610523075954
5.454545454545454,12.698615998743659
5.555555555555555,13.368270981146193
5.656565656565657,11.569606994545012
5.757575757575758,13.560231861029482
5.858585858585858,14.011135549132948
5.959595959595959,13.81900891744551
6.0606060606060606,14.057433621904886
6.161616161616162,13.494249242807824
6.262626262626262,14.547887159394453
6.363636363636363,14.936993556143175
6.4646464646464645,14.461498743158707
6.565656565656566,11.964257979882918
6.666666666666667,12.770744121147377
6.767676767676767,13.932005679776427
6.8686868686868685,14.03200060179686
6.96969696969697,14.224857115498844
7.070707070707071,15.216404693987595
7.171717171717171,15.927746179073823
7.2727272727272725,16.07592683647107
7.373737373737374,16.212018412143532
7.474747474747475,14.441462170870897
7.575757575757575,15.539959832161934
7.6767676767676765,15.137714232503034
7.777777777777778,17.209214277723778
7.878787878787879,16.2015762362054
7.979797979797979,14.889755978872484
8.080808080808081,17.570996704583724
8.181818181818182,18.981764633037024
8.282828282828282,18.394907949914494
8.383838383838384,16.311780654824368
8.484848484848484,16.595651285215194
8.585858585858587,16.026129349655005
8.686868686868687,18.950387997744425
8.787878787878787,18.39800653007924
8.88888888888889,20.095494113882665
8.98989898989899,19.456376169276282
9.09090909090909,18.980754401851307
9.191919191919192,18.308504455335363
9.292929292929292,19.93725673417495
9.393939393939394,20.291769584107996
9.494949494949495,20.02683941367429
9.595959595959595,20.36207659157345
9.696969696969697,20.14524204056868
9.797979797979798,19.39369879688026
9.8989898989899,20.59528243110594
10.0,20.091410699654954
